Respond-ent ID,StartDate,CompletedDate,Q1: To what extent do you think low oil prices impact the Alberta government's ability to budget?,Q2: How concerned are you about the $7B shortfall?,"Q3: Should government take action now, wait six months, or hold out for high oil prices?",Q4: Government needs:,Question 5 a) Cut spending,Question 5 b) Raise taxes and user fees,Question 5 c) Borrow money,Question 6 a) Reduce expenditures,Question 6 b) Raise taxes and user fees,Question 6 c) Run a deficit,"Q7: Are current tax rates in Alberta higher, above average or lower?",Q8: How important is it that AB taxes are lower?,Q9: In what ways can the government act to increase revenue without jeopardizing Alberta's competitive position?  (1 = selected; 0 = not selected),,,,,,,,,"Q10: If the government needs to increase its revenues through taxation, are there options you feel should NOT be considered?                                                                 (1 = selected; 0 = not selected)",,,,,,,Q11: Where would you tolerate cuts?  (1 = Selected; 0 = Not Selected),,,,,,,,,,,Q12: And are there options you feel should NOT be touched?  (1 = Selected; 0 = Not selected),,,,,,,,,,,"Q13: Indicate whether you Don't Know, Disagree or Agree.  (1 =  Don't know; 2 = Disagree; 3 = Agree)",,,,,,Q15: Years you've lived in AB,Q16: What part of the province do you live in?
7329900,2015.02.09 14:30,2015.02.09 14:46,1,1,1,3,3,3,1,50,40,10,3,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,3,3,3,2,2,3,2,4
7329902,2015.02.09 14:31,2015.02.09 14:41,2,2,1,3,3,3,1,60,40,0,2,3,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,2,3,2,4
7329905,2015.02.09 14:32,2015.02.09 14:40,1,2,1,2,3,3,1,62,21,17,3,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,3,2,2,2,2,4
7329907,2015.02.09 14:31,2015.02.09 14:37,1,1,1,3,2,2,3,30,20,50,3,2,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,3,3,3,3,3,2,3,4
7329909,2015.02.09 14:32,2015.02.09 14:38,2,2,2,1,1,4,3,0,50,50,2,3,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,3,2,3,3,3,2,3,4
7329910,2015.02.09 14:32,2015.02.09 14:38,1,2,3,2,2,2,2,40,50,10,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,2,2,2,1,2,4
7329911,2015.02.09 14:32,2015.02.09 14:49,1,1,2,1,2,3,3,25,25,50,2,2,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,3,2,2,3,3,2,3,1
7329912,2015.02.09 14:32,2015.02.09 14:57,1,2,1,2,1,3,4,0,50,50,2,3,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,3,3,3,3,2,3,1
7329918,2015.02.09 14:32,2015.02.10 13:59,3,3,2,1,2,3,3,10,80,10,3,3,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,3,3,3,2,2,2
7329919,2015.02.09 14:33,2015.02.09 15:35,2,1,1,1,1,3,1,0,80,20,2,4,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,3,3,3,2,3,3,2,4
7329921,2015.02.09 14:32,2015.02.09 14:46,2,2,3,1,2,3,2,35,45,20,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,2,3,2,3,1,1,4
7329925,2015.02.09 14:33,2015.02.09 14:39,1,2,2,2,1,3,4,40,10,50,3,2,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,2,2,2,3,3,2,1,5
7329926,2015.02.09 14:33,2015.02.09 14:59,1,1,2,2,1,1,1,33,33,34,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,3,4
7329927,2015.02.09 14:33,2015.02.09 14:39,1,2,2,2,4,2,1,50,50,0,3,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,2,3,3,5
7329928,2015.02.09 14:33,2015.02.09 14:44,1,2,1,1,3,3,2,30,50,20,2,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,3,1,3,1,3,2,3,4
7329930,2015.02.09 14:34,2015.02.09 14:44,1,1,1,1,1,4,2,10,80,10,3,4,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,3,2,3,2,3,2,3,2
7329931,2015.02.09 14:34,2015.02.09 15:0,1,2,3,2,2,3,2,35,30,35,3,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,3,3,3,2,3,2,2,4
7329932,2015.02.09 14:34,2015.02.09 14:44,1,4,1,1,1,1,2,25,15,60,1,3,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,3,1,2,3,3,1,2,4
7329933,2015.02.09 14:34,2015.02.09 14:45,1,2,1,1,1,3,3,33,37,30,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,3,3,3,3,1,2,4
7329934,2015.02.09 14:34,2015.02.09 14:45,2,3,3,2,1,3,2,50,35,15,3,3,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,3,3,3,3,1,2,1,4
7329935,2015.02.09 14:34,2015.02.09 14:47,1,2,2,1,2,1,1,40,40,20,2,2,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,3,3,3,2,3,3,2,4
7329936,2015.02.09 14:34,2015.02.09 14:48,2,1,1,2,3,1,1,100,0,0,2,2,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,3,3,2,2,3,3,2
7329938,2015.02.09 14:34,2015.02.09 14:43,3,2,1,2,1,3,1,70,30,0,3,3,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,3,3,2,2,3,3,3,4
7329939,2015.02.09 14:34,2015.02.09 15:0,1,2,1,2,3,2,2,45,32,23,2,2,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,3,2,3,1,1,1,2,4
7329941,2015.02.09 14:37,2015.02.09 14:59,1,1,1,1,1,4,3,0,75,25,3,4,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,3,1,3,1,3,2,3,4
7329943,2015.02.09 14:35,2015.02.09 14:42,2,2,1,2,1,2,2,80,10,10,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,3,3,3,3,1,1,2,5
7329944,2015.02.09 14:35,2015.02.09 14:54,1,2,3,2,2,1,1,40,35,25,3,2,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,3,1,3,2,2,2,2,4
7329945,2015.02.09 14:35,2015.02.09 14:41,2,2,2,2,1,1,3,35,10,55,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3,3,3,1,2,3,2,2
7329947,2015.02.09 14:35,2015.02.09 14:40,1,1,2,1,1,2,2,15,35,50,3,2,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,3,3,3,3,3,2,2,5
7329948,2015.02.09 14:35,2015.02.09 14:46,1,2,2,2,3,3,1,50,25,25,3,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,2,2,1,3,2,4
7329949,2015.02.09 14:35,2015.02.10 18:17,2,2,2,2,1,1,4,0,0,100,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,1,3,1,3,2,3,4
7329950,2015.02.09 14:35,2015.02.09 14:53,1,3,1,1,2,4,1,50,50,0,3,4,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,2,2,2,2,5
7329953,2015.02.09 14:35,2015.02.09 14:55,2,2,2,1,1,3,3,10,40,50,2,3,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,3,2,3,3,3,2,2,5
7329956,2015.02.09 14:36,2015.02.09 14:47,4,1,1,2,1,1,1,85,10,5,1,2,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,3,3,3,1,1,3,2,5
7329960,2015.02.09 14:36,2015.02.09 14:48,1,1,2,1,1,4,3,0,75,25,3,3,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,3,1,3,3,3,2,2,3
7329961,2015.02.09 14:36,2015.02.09 14:42,1,1,1,1,2,3,4,25,25,50,3,2,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,3,3,3,2,2,4
7329965,2015.02.09 14:40,2015.02.09 14:45,1,1,2,1,1,3,4,0,60,40,3,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3,2,3,3,3,2,2,4
7329966,2015.02.09 14:37,2015.02.09 15:2,1,1,1,2,1,3,4,10,50,40,2,2,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,3,3,3,2,1,1,3,1
7329974,2015.02.09 14:38,2015.02.09 14:45,2,2,2,2,1,2,1,10,50,40,3,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,2,2,2,3,3,2,2,4
7329975,2015.02.09 14:38,2015.02.09 14:43,1,1,1,2,1,4,3,25,50,25,3,4,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,3,3,3,3,3,2,2,4
7329977,2015.02.09 14:40,2015.02.09 14:52,4,1,2,2,3,3,3,31,0,69,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,2,3,1,3,1
7329978,2015.02.09 14:39,2015.02.09 14:47,2,2,2,3,4,1,1,50,0,50,3,2,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,2,2,3,3,3,2,2,5
7329979,2015.02.09 14:39,2015.02.09 14:47,2,2,3,1,1,4,3,10,60,30,3,3,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,2,3,3,3,2,3,2
7329980,2015.02.09 14:40,2015.02.09 14:56,1,1,2,2,3,3,3,35,32,33,2,2,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,3,3,3,2,3,2,4
7329982,2015.02.09 14:40,2015.02.09 14:48,3,3,2,3,4,1,1,100,0,0,2,2,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,3,3,2,2,2,2,4
7329983,2015.02.09 14:40,2015.02.09 14:44,1,2,1,2,2,3,1,50,40,10,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,1,2,3,2,4
7329984,2015.02.09 14:40,2015.02.09 14:58,1,1,2,1,3,3,1,40,30,30,3,2,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,3,3,2,1,1,1,2,4
7329986,2015.02.09 14:41,2015.02.09 14:57,1,2,1,2,1,2,1,30,30,40,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3,3,3,1,1,1,2,4
7329990,2015.02.09 14:41,2015.02.09 14:48,2,2,2,1,1,4,4,0,80,20,3,4,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,3,2,3,3,3,2,3,5
7329992,2015.02.09 14:41,2015.02.09 14:48,2,1,3,2,3,3,3,69,12,19,1,2,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,2,1
7329994,2015.02.09 14:41,2015.02.09 14:52,1,1,1,1,2,4,2,35,50,15,3,3,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,3,3,3,3,2,1,5
7329996,2015.02.09 14:41,2015.02.09 14:48,3,2,2,1,1,4,2,20,60,20,2,2,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,3,3,3,2,2,3
7329997,2015.02.09 14:42,2015.02.09 14:48,1,2,1,3,2,1,1,44,36,20,2,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,2,3,3,2,4
7329998,2015.02.09 14:42,2015.02.09 14:48,1,1,3,1,1,1,1,100,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,3,1,3,3,3,5
7330001,2015.02.09 14:43,2015.02.09 14:58,1,2,2,3,1,2,2,40,30,30,3,3,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,3,3,3,2,1,1,2,4
7330003,2015.02.09 14:43,2015.02.09 14:54,1,1,1,2,1,2,2,60,10,30,3,2,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,3,3,3,3,3,3,3,4
7330008,2015.02.09 14:44,2015.02.09 15:5,1,1,1,2,4,2,1,100,0,0,3,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,3,3,3,2,3,3,3,5
7330012,2015.02.09 14:44,2015.02.09 15:0,2,2,1,3,2,3,2,30,50,20,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,3,1,3,1,2,4
7330013,2015.02.09 14:44,2015.02.09 14:54,2,2,2,2,1,3,2,20,40,40,3,3,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,2,2,3,3,3,2,2,5
7330014,2015.02.09 14:44,2015.02.09 15:10,3,3,3,2,4,1,4,50,0,50,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,2,3,3,1,1,1,5
7330016,2015.02.09 14:44,2015.02.09 15:4,1,1,1,2,4,3,1,50,40,10,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,3,2,2,3,2,4
7330017,2015.02.09 14:44,2015.02.09 15:5,2,2,2,1,1,1,3,60,0,40,1,2,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,3,3,3,2,3,2
7330020,2015.02.09 14:45,2015.02.09 14:56,2,3,2,1,1,3,4,0,35,65,3,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,3,2,3,3,3,2,2,4
7330021,2015.02.09 14:45,2015.02.09 14:52,1,2,1,2,4,2,3,75,5,20,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,3,2,3,1,2,2,5
7330022,2015.02.09 14:45,2015.02.09 14:54,1,1,2,1,1,1,3,10,25,65,3,2,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,3,2,3,3,3,2,2,4
7330024,2015.02.09 14:45,2015.02.09 14:54,1,1,1,2,1,3,3,33,34,33,3,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,3,3,3,3,1,2,2,5
7330025,2015.02.09 14:45,2015.02.09 14:51,2,2,2,3,1,2,3,40,30,30,3,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,3,2,3,3,3,2,2,5
7330030,2015.02.09 14:46,2015.02.09 14:51,1,2,1,2,1,3,2,50,50,0,2,2,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,3,3,3,3,3,2,2,5
7330032,2015.02.09 14:46,2015.02.09 14:54,1,1,2,2,1,1,1,100,0,0,3,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,4
7330033,2015.02.09 14:46,2015.02.09 14:51,1,1,1,3,2,1,4,20,10,70,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,3,2,2,3,3,1,3,5
7330036,2015.02.09 14:48,2015.02.09 14:57,1,1,2,3,1,1,3,10,10,80,1,2,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,3,1,3,3,3,2,2,2
7330039,2015.02.09 14:48,2015.02.09 14:58,2,3,2,3,1,3,3,40,40,20,2,3,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,3,2,3,3,3,2,2,1
7330040,2015.02.09 14:48,2015.02.09 14:54,2,2,2,2,1,3,3,10,40,50,2,3,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,3,1,3,3,3,2,2,4
7330041,2015.02.09 14:48,2015.02.09 14:55,2,2,2,2,1,2,3,80,20,0,2,2,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,3,3,3,1,3,2,1,5
7330044,2015.02.09 14:49,2015.02.09 14:56,2,2,2,1,1,3,3,10,70,20,3,3,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,1,3,3,3,2,2,5
7330047,2015.02.09 14:49,2015.02.09 14:59,1,1,1,1,1,3,3,0,50,50,3,3,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,3,3,2,2,5
7330050,2015.02.09 14:50,2015.02.09 14:59,1,3,2,3,1,1,2,10,30,60,3,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,3,2,2,3,3,2,1,5
7330051,2015.02.09 14:50,2015.02.09 14:59,1,2,2,1,1,2,1,60,10,30,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,3,3,3,2,3,2,2,5
7330053,2015.02.09 14:51,2015.02.09 14:58,2,3,1,3,1,1,1,80,0,20,3,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,2,3,3,2,2,4
7330056,2015.02.09 14:52,2015.02.09 15:13,2,2,2,1,2,4,3,5,75,20,3,3,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,3,2,3,3,3,2,3,4
7330059,2015.02.09 14:52,2015.02.09 14:59,1,1,1,1,2,4,3,10,75,15,3,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,3,3,3,3,3,2,2,5
7330065,2015.02.09 14:53,2015.02.09 14:59,1,1,1,3,1,2,1,85,15,0,3,2,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,3,3,3,2,2,3,2,4
7330067,2015.02.09 14:53,2015.02.09 15:3,1,1,1,3,4,3,2,90,10,0,2,3,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,3,1,2,2,3,3,4
7330070,2015.02.09 14:53,2015.02.09 14:59,4,1,1,1,1,1,1,80,0,20,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,2,2,3,3,3,1,5
7330071,2015.02.09 14:53,2015.02.09 14:59,2,2,2,3,2,3,2,40,40,20,2,3,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,3,3,3,3,3,2,2,5
7330072,2015.02.09 14:53,2015.02.09 15:0,1,2,2,2,1,1,1,70,0,30,2,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,3,3,1,2,1,1,2,4
7330073,2015.02.09 14:54,2015.02.09 15:11,2,2,1,3,1,3,1,75,15,10,3,3,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,3,3,3,2,3,3,1,4
7330075,2015.02.09 14:54,2015.02.09 15:0,1,3,2,2,1,1,3,60,0,40,2,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,3,2,3,3,3,2,1,4
7330079,2015.02.09 15:10,2015.02.09 15:27,3,1,2,2,1,2,1,100,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,3,2,3,2,2,2,2,4
7330080,2015.02.09 14:54,2015.02.09 15:36,1,2,2,1,1,4,4,0,80,20,3,3,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,3,1,3,3,3,2,3,4
7330083,2015.02.09 14:54,2015.02.09 15:12,2,2,1,2,3,3,1,75,25,0,2,4,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,3,2,2,3,2,4
7330085,2015.02.09 14:54,2015.02.09 15:1,2,2,2,2,1,2,3,0,0,100,3,2,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,2,2,3,3,1,2,5
7330086,2015.02.09 14:54,2015.02.09 15:17,2,2,1,2,3,2,1,75,20,5,2,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,3,3,3,1,1,3,2,4
7330090,2015.02.09 14:55,2015.02.09 15:4,2,2,1,2,3,3,3,35,30,35,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,1,1,2,2
